DocumentDate,SalePrice,PropertyID,PropertyType,ym,zhvi_px,zhvi_idx,AdjSalePrice,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,ZipCode,NewConstruction
2006-03-22,251950,5147600095,Single Family,2006-03-01,392100,0.900965073529412,279645.0,1,7754,1070,0,1.75,3,6,1953,0,0,76000,97000,98146,False
2015-01-21,152000,5147600095,Single Family,2015-01-01,415400,0.954503676470588,159245.0,1,7754,1070,0,1.75,3,6,1953,0,0,76000,97000,98146,False
2013-05-08,205000,5148200100,Single Family,2013-05-01,360700,0.828814338235294,247341.0,1,8690,1620,670,1.0,3,6,1954,0,0,77000,150000,98146,False
2008-06-30,350000,5149300340,Single Family,2008-06-01,403200,0.926470588235294,377778.0,1,14000,2240,950,2.5,4,7,1978,0,0,115000,174000,98023,False
2009-05-18,279888,5151200053,Townhouse,2009-05-01,360700,0.828814338235294,337697.0,1,1291,1140,0,2.5,2,8,2008,0,0,89000,227000,98133,True
2010-08-11,300000,5151200061,Townhouse,2010-08-01,339900,0.781020220588235,384113.0,1,1680,1700,0,2.5,3,8,2001,0,2,82000,271000,98133,False
2006-12-07,310000,5151200125,Single Family,2006-12-01,423400,0.972886029411765,318640.0,1,8330,1200,420,1.0,3,6,1942,0,0,214000,108000,98133,False
2006-04-06,389950,5151200370,Single Family,2006-04-01,396500,0.911075367647059,428011.0,1,6750,1350,450,1.0,2,7,1941,0,0,215000,191000,98177,False
2006-01-20,281000,5151600485,Single Family,2006-01-01,383200,0.880514705882353,319132.0,1,12000,1820,500,1.75,4,7,1960,0,0,103000,146000,98003,False
2007-12-31,390000,5151600545,Single Family,2007-12-01,425200,0.977022058823529,399172.0,1,11998,2650,960,2.25,4,8,1963,0,0,142000,220000,98003,False
2006-03-28,435000,5151900120,Single Family,2006-03-01,392100,0.900965073529412,482816.0,1,12060,2620,0,2.25,3,8,1961,0,0,115000,264000,98003,False
2006-04-25,335000,5151900160,Single Family,2006-04-01,396500,0.911075367647059,367697.0,1,11890,1510,0,1.5,3,8,1960,0,0,115000,137000,98003,False
2009-04-27,415000,5151900300,Single Family,2009-04-01,365000,0.838694852941177,494816.0,1,11840,2910,1100,3.0,4,8,1961,0,0,115000,188000,98003,False
2010-09-27,369950,5152100110,Single Family,2010-09-01,337200,0.774816176470588,477468.0,1,14161,2560,1230,2.75,4,8,1966,0,0,154000,264000,98003,False
2007-05-11,342000,5152200020,Single Family,2007-05-01,432100,0.992876838235294,344454.0,1,12825,2100,760,2.25,3,8,1962,0,0,115000,148000,98003,False
2011-10-03,309000,5152800260,Single Family,2011-10-01,312000,0.716911764705882,431015.0,1,14082,1870,0,1.75,2,8,1967,0,0,122000,189000,98003,False
2006-01-24,845000,5152930190,Single Family,2006-01-01,383200,0.880514705882353,959666.0,1,19022,3623,1391,2.75,3,10,1986,0,0,245000,426000,98003,False
2009-09-22,351000,5153000055,Single Family,2009-09-01,351800,0.808363970588235,434210.0,1,7680,1030,0,1.0,3,7,1946,0,0,223000,168000,98177,False
2006-02-27,372500,5153000080,Single Family,2006-02-01,387600,0.890625,418246.0,1,7680,1560,530,1.0,3,7,1946,0,0,223000,163000,98177,False
2012-01-09,289900,5153000080,Single Family,2012-01-01,311600,0.715992647058823,404892.0,1,7680,1560,530,1.0,3,7,1946,0,0,223000,163000,98177,False
2007-03-26,420000,5153000145,Single Family,2007-03-01,429600,0.987132352941177,425475.0,1,7680,1810,0,1.75,4,8,1957,0,1,212000,192000,98177,False
2006-02-22,709500,5153200030,Single Family,2006-02-01,387600,0.890625,796632.0,1,15000,2690,820,2.25,2,8,1987,0,0,184000,220000,98023,False
2007-08-21,230000,5153200381,Single Family,2007-08-01,434600,0.998621323529412,230318.0,1,15600,1050,0,1.0,2,6,1953,0,0,122000,56000,98023,False
2006-06-26,449950,5153200407,Single Family,2006-06-01,404400,0.929227941176471,484219.0,1,12000,2780,1200,2.75,5,8,1975,0,0,122000,202000,98023,False
2006-03-27,395000,5153200410,Single Family,2006-03-01,392100,0.900965073529412,438419.0,1,15500,2087,0,2.0,4,7,1962,0,0,122000,143000,98023,False
2014-07-03,238000,5153200411,Single Family,2014-07-01,402000,0.923713235294118,257656.0,1,15700,2930,1440,2.75,5,8,1962,1995,0,122000,198000,98023,False
2007-08-21,365000,5153200415,Single Family,2007-08-01,434600,0.998621323529412,365504.0,1,24880,2560,1280,1.75,4,7,1960,0,0,122000,143000,98023,False
2007-02-01,260000,5153200450,Single Family,2007-02-01,427800,0.982996323529412,264497.0,1,20900,1090,0,1.5,3,7,1962,0,0,122000,90000,98023,False
2006-08-01,354000,5153200666,Single Family,2006-08-01,411100,0.944623161764706,374753.0,1,18000,1900,620,2.25,3,7,1968,0,1,117000,131000,98023,False
2007-05-09,284500,5153700020,Single Family,2007-05-01,432100,0.992876838235294,286541.0,1,9450,1540,600,2.0,5,7,1971,0,0,55000,146000,98003,False
2006-05-30,258000,5153900380,Single Family,2006-05-01,400600,0.920496323529412,280284.0,1,5500,1180,0,1.0,3,7,1967,0,0,55000,141000,98003,False
2006-11-29,895000,5154700016,Single Family,2006-11-01,421200,0.967830882352941,924748.0,1,5000,2960,1480,1.75,3,10,1955,2005,3,307000,577000,98136,False
2010-03-16,749000,5154700016,Single Family,2010-03-01,350300,0.804917279411765,930530.0,1,5000,2960,1480,1.75,3,10,1955,2005,3,307000,577000,98136,False
2011-11-14,310000,5156200020,Single Family,2011-11-01,312200,0.717371323529412,432133.0,1,10000,2080,780,1.75,3,7,1959,0,0,200000,179000,98028,False
2006-09-12,500000,5156200035,Single Family,2006-09-01,414800,0.953125,524590.0,1,10000,2630,1120,3.25,5,7,1959,0,0,200000,231000,98028,False
2008-08-20,835000,5157700060,Townhouse,2008-08-01,397900,0.914292279411765,913275.0,1,1729,2090,70,2.5,3,9,2005,0,0,196000,680000,98122,False
2006-12-11,629000,5157700223,Townhouse,2006-12-01,423400,0.972886029411765,646530.0,1,2063,1950,460,3.0,3,8,2002,0,0,212000,540000,98122,False
2007-06-12,835000,5157700225,Single Family,2007-06-01,433200,0.995404411764706,838855.0,1,5348,2960,1180,2.5,4,8,1926,0,1,326000,526000,98122,False
2006-01-06,465000,5160300020,Single Family,2006-01-01,383200,0.880514705882353,528100.0,1,10780,1760,0,1.75,3,8,1977,0,0,422000,136000,98005,False
2006-02-10,362000,5160700035,Single Family,2006-02-01,387600,0.890625,406456.0,1,4000,1300,0,1.5,2,6,1900,0,0,215000,110000,98144,False
2007-08-10,429000,5160700040,Single Family,2007-08-01,434600,0.998621323529412,429592.0,1,4000,1010,0,1.0,3,7,1901,0,0,215000,165000,98144,False
2007-12-11,369900,5160700100,Single Family,2007-12-01,425200,0.977022058823529,378599.0,1,4000,2160,1230,2.0,4,8,1900,0,0,215000,289000,98144,False
2006-12-06,499950,5162000190,Single Family,2006-12-01,423400,0.972886029411765,513883.0,1,18900,3382,1257,3.25,7,8,1977,0,0,115000,242000,98003,False
2007-02-20,420000,5162000290,Single Family,2007-02-01,427800,0.982996323529412,427265.0,1,8099,2270,600,2.25,4,8,1976,0,0,115000,168000,98003,False
2008-02-15,420000,5162010080,Single Family,2008-02-01,418400,0.961397058823529,436864.0,1,11978,3060,1500,2.5,5,8,1977,0,0,115000,192000,98003,False
2006-03-06,335000,5162100340,Single Family,2006-03-01,392100,0.900965073529412,371824.0,1,8127,2070,0,2.25,3,8,1985,0,0,115000,195000,98003,False
2011-10-12,289950,5162100790,Single Family,2011-10-01,312000,0.716911764705882,404443.0,1,9747,2230,0,2.5,3,8,1985,0,0,115000,204000,98003,False
2014-01-28,143000,5163700010,Single Family,2014-01-01,387900,0.891314338235294,160437.0,1,9272,1920,900,2.0,4,7,1952,0,0,127000,108000,98031,False
2006-07-10,551020,5166700055,Single Family,2006-07-01,407700,0.936810661764706,588187.0,1,6350,2680,1160,2.5,4,7,1974,0,0,261000,324000,98126,False
2006-11-15,665000,5166700055,Single Family,2006-11-01,421200,0.967830882352941,687104.0,1,6350,2680,1160,2.5,4,7,1974,0,0,261000,324000,98126,False
2007-05-25,515000,5166700066,Single Family,2007-05-01,432100,0.992876838235294,518695.0,1,7056,1560,360,1.5,4,7,1959,0,0,232000,247000,98126,False
2007-03-12,2060000,5167000070,Townhouse,2007-03-01,429600,0.987132352941177,2086853.0,1,2656,3420,790,4.5,4,11,2006,0,0,812000,900000,98033,True
2013-04-14,1448000,5167000070,Townhouse,2013-04-01,356000,0.818014705882353,1770139.0,1,2656,3420,790,4.5,4,11,2006,0,0,812000,900000,98033,False
2006-10-04,918000,5191100205,Single Family,2006-10-01,418300,0.961167279411765,955089.0,1,3388,2520,820,2.0,4,9,1907,2006,0,305000,581000,98112,False
2007-04-11,659500,5194100071,Single Family,2007-04-01,430900,0.990119485294118,666081.0,1,16520,3120,1500,2.0,5,8,1956,0,0,183000,305000,98166,False
2008-10-28,275000,5194900070,Single Family,2008-10-01,390600,0.897518382352941,306400.0,1,6225,1640,0,2.5,3,7,1990,0,0,65000,175000,98002,False
2006-02-10,280000,5195400120,Single Family,2006-02-01,387600,0.890625,314386.0,1,10350,1370,0,1.5,3,7,1969,0,0,143000,160000,98059,False
2006-11-21,352000,5195400140,Single Family,2006-11-01,421200,0.967830882352941,363700.0,1,10350,1450,440,1.5,3,7,1969,0,0,143000,178000,98059,False
2006-05-16,725000,5196400270,Single Family,2006-05-01,400600,0.920496323529412,787619.0,1,9781,2570,0,2.5,4,10,1989,0,0,291000,466000,98052,False
2008-07-10,899000,5196420200,Single Family,2008-07-01,400300,0.919806985294118,977379.0,1,10505,3940,870,3.25,4,10,1995,0,0,291000,642000,98052,False
2006-12-05,920000,5196420240,Single Family,2006-12-01,423400,0.972886029411765,945640.0,1,9371,4010,800,3.25,5,10,1995,0,0,291000,665000,98052,False
2006-05-30,1005000,5196420270,Single Family,2006-05-01,400600,0.920496323529412,1091802.0,1,11674,3780,0,3.25,5,10,1996,0,0,291000,656000,98052,False
2006-04-14,264000,5198000020,Single Family,2006-04-01,396500,0.911075367647059,289767.0,1,8633,1030,0,1.0,4,6,1968,0,0,90000,135000,98058,False
2010-03-08,170000,5198000020,Single Family,2010-03-01,350300,0.804917279411765,211202.0,1,8633,1030,0,1.0,4,6,1968,0,0,90000,135000,98058,False
2007-07-05,279400,5198600005,Single Family,2007-07-01,434200,0.997702205882353,280043.0,1,7800,1200,0,1.5,3,7,1958,0,0,67000,133000,98002,False
2008-06-27,585000,5200100115,Single Family,2008-06-01,403200,0.926470588235294,631429.0,1,3478,1610,550,1.75,3,7,1929,0,0,218000,306000,98117,False
2011-09-21,290000,5201800010,Single Family,2011-09-01,312000,0.716911764705882,404513.0,1,9041,2370,0,3.0,3,8,1995,0,0,110000,251000,98031,False
2014-01-01,363000,5201800020,Single Family,2014-01-01,387900,0.891314338235294,407264.0,1,6436,2580,0,3.0,3,8,1995,0,0,110000,262000,98031,False
2006-12-20,425000,5201800220,Single Family,2006-12-01,423400,0.972886029411765,436845.0,1,6779,2360,0,3.0,3,8,1995,0,0,110000,253000,98031,False
2006-07-25,385000,5201810060,Single Family,2006-07-01,407700,0.936810661764706,410969.0,1,8336,1930,0,2.5,4,8,1995,0,1,105000,216000,98031,False
2013-08-01,341000,5205000150,Single Family,2013-08-01,374300,0.860064338235294,396482.0,1,10924,2580,0,2.5,4,8,1989,0,0,84000,251000,98003,False
2006-12-07,377500,5205000400,Single Family,2006-12-01,423400,0.972886029411765,388021.0,1,7163,2090,0,2.5,3,8,1989,0,0,84000,189000,98003,False
2006-10-04,407000,5207200360,Single Family,2006-10-01,418300,0.961167279411765,423443.0,1,5368,930,0,1.0,2,7,1953,0,0,256000,115000,98115,False
2009-07-06,665000,5207200510,Single Family,2009-07-01,354400,0.814338235294118,816614.0,1,8200,2280,0,2.5,3,8,1992,0,0,245000,394000,98115,False
2006-07-11,561000,5210200131,Single Family,2006-07-01,407700,0.936810661764706,598840.0,1,10733,2090,650,2.25,3,7,1958,0,2,297000,238000,98115,False
2006-12-07,400000,5210200184,Single Family,2006-12-01,423400,0.972886029411765,411148.0,1,5400,1740,750,1.75,2,7,1946,0,0,333000,199000,98115,False
2011-06-21,415000,5210200191,Single Family,2011-06-01,315500,0.724954044117647,572450.0,1,5400,1820,790,1.75,3,7,1946,0,2,266000,279000,98115,False
2010-10-28,370000,5210200267,Single Family,2010-10-01,334700,0.769071691176471,481099.0,1,9797,3120,1560,2.5,5,7,1966,0,0,364000,339000,98115,False
2006-02-21,539000,5212000010,Single Family,2006-02-01,387600,0.890625,605193.0,1,11355,1500,0,1.75,3,7,1962,0,0,380000,144000,98033,False
2008-02-11,555000,5212000020,Single Family,2008-02-01,418400,0.961397058823529,577285.0,1,11356,1910,750,2.75,4,7,1977,0,0,380000,187000,98033,False
2010-01-20,460000,5212000050,Single Family,2010-01-01,350800,0.806066176470588,570673.0,1,11357,1770,430,2.25,3,8,1976,0,0,380000,154000,98033,False
2006-02-16,509950,5214500020,Single Family,2006-02-01,387600,0.890625,572575.0,1,8592,2440,0,2.5,4,8,2004,0,2,151000,281000,98059,False
2006-02-07,529950,5214500050,Single Family,2006-02-01,387600,0.890625,595032.0,1,7427,2590,0,3.0,4,8,2004,0,0,169000,289000,98059,False
2007-05-01,519950,5214500170,Single Family,2007-05-01,432100,0.992876838235294,523680.0,1,8181,1980,0,2.5,4,8,2005,0,0,169000,248000,98059,False
2006-04-17,411500,5214500420,Single Family,2006-04-01,396500,0.911075367647059,451664.0,1,7326,1970,0,2.5,4,8,2005,0,0,169000,243000,98059,False
2006-03-21,481000,5214520070,Single Family,2006-03-01,392100,0.900965073529412,533872.0,1,7929,2410,0,2.5,4,8,2006,0,0,169000,277000,98059,True
2006-02-03,411636,5214520180,Single Family,2006-02-01,387600,0.890625,462188.0,1,7500,1970,0,2.5,4,8,2006,0,0,169000,249000,98059,True
2014-06-26,663000,5215200010,Single Family,2014-06-01,400200,0.919577205882353,720984.0,1,37843,2480,0,2.5,3,8,1974,0,0,295000,265000,98070,False
2006-01-19,308000,5220300010,Single Family,2006-01-01,383200,0.880514705882353,349795.0,1,7688,1300,0,1.75,3,7,1969,0,0,153000,180000,98133,False
2006-06-14,285000,5220300125,Single Family,2006-06-01,404400,0.929227941176471,306706.0,1,7440,980,0,1.0,3,6,1948,0,0,147000,162000,98133,False
2010-08-31,299950,5220300125,Single Family,2010-08-01,339900,0.781020220588235,384049.0,1,7440,980,0,1.0,3,6,1948,0,0,147000,162000,98133,False
2006-04-10,290000,5220300140,Single Family,2006-04-01,396500,0.911075367647059,318305.0,2,7440,1210,0,1.75,2,6,1948,0,0,147000,179000,98133,False
2013-06-04,260000,5229300027,Single Family,2013-06-01,366100,0.841222426470588,309074.0,1,27215,1190,0,1.0,3,7,1943,1989,2,95000,180000,98059,False
2006-12-27,264000,5229300323,Single Family,2006-12-01,423400,0.972886029411765,271358.0,1,39000,720,0,1.0,2,4,1942,0,0,143000,53000,98059,False
2007-06-22,265500,5229900015,Single Family,2007-06-01,433200,0.995404411764706,266726.0,1,41000,3720,0,3.0,4,10,2011,0,1,148000,682000,98059,False
2007-06-01,340000,5230000110,Single Family,2007-06-01,433200,0.995404411764706,341570.0,1,15048,1750,600,2.75,4,7,1969,0,0,144000,146000,98059,False
2011-08-13,192000,5230300040,Single Family,2011-08-01,312700,0.718520220588235,267216.0,1,9656,1010,0,1.0,3,7,1969,0,0,112000,131000,98059,False
2008-06-13,330500,5230300320,Single Family,2008-06-01,403200,0.926470588235294,356730.0,1,9514,1490,0,1.5,3,7,1969,0,0,113000,218000,98059,False
2006-02-09,302050,5231000050,Single Family,2006-02-01,387600,0.890625,339144.0,1,9100,1350,0,1.5,3,6,1963,0,0,91000,142000,98059,False
2010-10-20,238000,5231000060,Single Family,2010-10-01,334700,0.769071691176471,309464.0,1,7150,1490,0,1.75,3,6,1967,0,0,86000,191000,98059,False
2009-11-16,480000,5238800020,Single Family,2009-11-01,350900,0.806295955882353,595315.0,1,80400,1600,0,2.25,2,7,1978,0,0,104000,296000,98070,False
2006-12-05,589000,5244800130,Single Family,2006-12-01,423400,0.972886029411765,605415.0,1,2760,1210,280,1.0,2,8,1914,0,0,240000,352000,98109,False
2006-01-25,406436,5244800235,Single Family,2006-01-01,383200,0.880514705882353,461589.0,1,4000,1860,620,2.5,3,7,1910,2006,1,261000,431000,98109,False
2007-05-14,449000,5244800251,Townhouse,2007-05-01,432100,0.992876838235294,452221.0,1,1600,1380,0,2.5,2,8,1995,0,0,148000,344000,98109,False
2012-06-15,574950,5244800350,Single Family,2012-06-01,322000,0.739889705882353,777075.0,1,2800,2350,690,2.5,4,7,1910,0,1,171000,491000,98109,False
2006-06-23,499000,5244800555,Single Family,2006-06-01,404400,0.929227941176471,537005.0,1,4000,860,0,1.0,2,7,1920,0,0,416000,148000,98109,False
2008-11-20,672000,5244800670,Single Family,2008-11-01,385800,0.886488970588235,758047.0,1,3600,2550,770,2.0,3,7,1929,0,0,420000,293000,98109,False
2012-03-16,745000,5244800675,Single Family,2012-03-01,313600,0.720588235294118,1033878.0,1,4400,2540,800,2.75,4,8,1910,1995,0,458000,485000,98109,False
2009-10-22,890000,5244800780,Single Family,2009-10-01,351200,0.806985294117647,1102870.0,1,4000,2600,700,4.5,5,8,1922,2008,0,416000,569000,98109,False
2006-08-04,650000,5244800795,Single Family,2006-08-01,411100,0.944623161764706,688105.0,1,4000,2980,910,2.75,5,8,1908,0,0,416000,451000,98109,False
2009-08-05,619000,5244800795,Single Family,2009-08-01,352600,0.810202205882353,764007.0,1,4000,2980,910,2.75,5,8,1908,0,0,416000,451000,98109,False
2006-06-20,550000,5244801140,Single Family,2006-06-01,404400,0.929227941176471,591889.0,1,4300,1270,0,1.0,4,7,1927,0,0,291000,331000,98109,False
2006-12-12,525000,5244801255,Single Family,2006-12-01,423400,0.972886029411765,539632.0,1,4000,2260,720,2.75,3,8,1956,0,0,261000,433000,98109,False
2006-02-14,295000,5244801275,Single Family,2006-02-01,387600,0.890625,331228.0,1,3943,1110,370,1.0,2,6,1916,0,0,291000,227000,98109,False
2006-11-21,301000,5244801275,Single Family,2006-11-01,421200,0.967830882352941,311005.0,1,3943,1110,370,1.0,2,6,1916,0,0,291000,227000,98109,False
2006-03-05,587000,5244801325,Single Family,2006-03-01,392100,0.900965073529412,651524.0,1,4760,2210,900,2.25,3,8,1909,0,0,288000,442000,98109,False
2010-05-11,670000,5244801325,Single Family,2010-05-01,347800,0.799172794117647,838367.0,1,4760,2210,900,2.25,3,8,1909,0,0,288000,442000,98109,False
2006-12-12,650000,5244801425,Single Family,2006-12-01,423400,0.972886029411765,668115.0,1,4000,1960,580,3.0,3,8,1918,0,0,288000,430000,98109,False
2011-12-20,755000,5244801575,Multiplex,2011-12-01,311900,0.716681985294118,1053466.0,2,4110,2450,850,2.75,4,9,1910,2006,0,447000,487000,98109,False
2010-01-26,584500,5244801625,Multiplex,2010-01-01,350800,0.806066176470588,725127.0,3,4200,2760,1030,3.0,4,8,1910,0,0,426000,315000,98109,False
2006-08-29,648000,5244801645,Single Family,2006-08-01,411100,0.944623161764706,685988.0,1,4000,2420,550,2.0,3,8,1924,0,0,426000,380000,98109,False
2006-01-26,279000,5245400240,Single Family,2006-01-01,383200,0.880514705882353,316860.0,1,9375,1160,0,1.0,3,7,1955,0,0,113000,147000,98148,True
2007-02-09,282000,5245400240,Single Family,2007-02-01,427800,0.982996323529412,286878.0,1,9375,1160,0,1.0,3,7,1955,0,0,113000,147000,98148,False
2006-05-22,300000,5248800265,Single Family,2006-05-01,400600,0.920496323529412,325911.0,1,4000,1200,0,1.5,4,7,1970,0,0,110000,225000,98108,False
2006-06-09,289000,5248800280,Single Family,2006-06-01,404400,0.929227941176471,311011.0,1,4000,1530,440,1.0,3,6,1908,0,0,110000,215000,98108,False
2006-06-12,257500,5248800440,Single Family,2006-06-01,404400,0.929227941176471,277112.0,1,4000,840,0,1.0,2,6,1942,0,0,110000,104000,98108,False
2006-07-13,330000,5248800665,Single Family,2006-07-01,407700,0.936810661764706,352259.0,1,4000,840,0,1.0,2,6,1950,0,0,110000,152000,98108,False
2006-05-19,490000,5249800085,Single Family,2006-05-01,400600,0.920496323529412,532322.0,1,7200,2460,990,2.25,4,7,1960,0,0,308000,337000,98118,False
2010-05-24,300000,5249801125,Single Family,2010-05-01,347800,0.799172794117647,375388.0,1,6720,2120,650,2.0,5,7,1928,0,0,176000,214000,98118,False
2006-03-17,445000,5249801295,Single Family,2006-03-01,392100,0.900965073529412,493915.0,1,6008,1940,970,1.75,3,8,1953,0,0,150000,377000,98118,False
2014-12-16,250000,5249801440,Single Family,2014-12-01,413400,0.949908088235294,263183.0,1,7650,1660,310,1.0,3,7,1910,0,0,187000,178000,98118,False
2007-05-24,460000,5249801720,Single Family,2007-05-01,432100,0.992876838235294,463300.0,1,5040,1280,0,2.5,3,7,1985,0,0,209000,234000,98118,False
2010-04-13,280000,5249801720,Single Family,2010-04-01,349100,0.802159926470588,349058.0,1,5040,1280,0,2.5,3,7,1985,0,0,209000,234000,98118,False
2006-06-06,307500,5249802424,Single Family,2006-06-01,404400,0.929227941176471,330920.0,1,6000,670,0,1.0,2,6,1949,0,0,227000,178000,98118,False
2006-04-21,441800,5249802499,Single Family,2006-04-01,396500,0.911075367647059,484921.0,1,6000,2220,930,2.5,3,8,1960,0,0,167000,393000,98118,False
2014-04-18,490500,5249802650,Single Family,2014-04-01,395300,0.908318014705882,540009.0,1,4800,1860,820,1.0,3,7,1941,0,0,187000,303000,98118,False
2008-09-23,395000,5249802660,Single Family,2008-09-01,394900,0.907398897058823,435310.0,1,4800,980,0,1.0,3,7,1926,0,0,205000,203000,98118,False
2006-11-06,489000,5249803185,Single Family,2006-11-01,421200,0.967830882352941,505254.0,1,7200,2540,1270,1.75,4,7,1947,0,1,234000,273000,98118,False
2012-07-02,220000,5249803250,Single Family,2012-07-01,325300,0.747472426470588,294325.0,1,7200,560,0,1.0,1,5,1918,0,1,234000,3000,98118,False
2008-01-02,545000,5249803550,Single Family,2008-01-01,421900,0.969439338235294,562181.0,1,7200,1960,980,2.5,3,8,1940,0,1,234000,315000,98118,False
2007-06-12,1080000,5249803560,Single Family,2007-06-01,433200,0.995404411764706,1084986.0,1,7200,3550,780,3.75,5,9,1949,2000,0,322000,477000,98118,False
2008-07-02,428000,5249803645,Single Family,2008-07-01,400300,0.919806985294118,465315.0,1,6000,1220,340,1.0,2,6,1938,0,1,216000,171000,98118,False
2006-09-28,330000,5249803760,Single Family,2006-09-01,414800,0.953125,346230.0,1,7200,1390,0,1.75,4,7,1913,0,1,234000,297000,98118,False
2006-10-23,443000,5249803805,Single Family,2006-10-01,418300,0.961167279411765,460898.0,1,4000,1550,380,1.5,1,7,1927,0,0,232000,230000,98118,False
2006-08-29,505000,5249803935,Single Family,2006-08-01,411100,0.944623161764706,534605.0,1,4560,1760,560,1.75,5,7,1929,0,0,256000,300000,98118,False
2007-08-09,699000,5249803955,Single Family,2007-08-01,434600,0.998621323529412,699965.0,1,3000,1940,690,2.0,4,7,1929,0,0,215000,323000,98118,False
2007-12-03,885000,5249804077,Single Family,2007-12-01,425200,0.977022058823529,905814.0,1,8200,2080,0,2.5,3,7,1920,2001,0,390000,279000,98118,False
2012-08-22,577000,5249804345,Single Family,2012-08-01,327500,0.752527573529412,766749.0,1,6000,2640,1320,1.75,4,8,1948,0,0,326000,400000,98118,False
2009-01-27,550000,5249804690,Single Family,2009-01-01,378200,0.869025735294118,632893.0,1,5904,1570,0,1.0,4,7,1912,0,0,225000,231000,98118,False
2006-08-23,1495000,5249804890,Single Family,2006-08-01,411100,0.944623161764706,1582642.0,1,7200,3395,400,4.75,4,11,1955,2006,1,413000,1352000,98118,False
2013-05-13,245000,5252100010,Single Family,2013-05-01,360700,0.828814338235294,295603.0,1,9986,1580,0,2.0,3,7,1988,0,0,97000,163000,98031,False
2006-03-30,315500,5252100080,Single Family,2006-03-01,392100,0.900965073529412,350180.0,1,10047,1540,0,1.75,3,8,1966,0,0,97000,170000,98031,False
2010-02-16,239000,5253300201,Single Family,2010-02-01,350900,0.806295955882353,296417.0,1,8193,1190,0,1.0,3,7,1960,0,0,180000,166000,98133,False
2009-10-27,348000,5253300228,Single Family,2009-10-01,351200,0.806985294117647,431235.0,1,7434,2060,880,1.75,4,7,1960,0,0,170000,198000,98133,False
2006-11-14,395000,5253300243,Single Family,2006-11-01,421200,0.967830882352941,408129.0,1,10559,1960,0,2.0,4,7,1955,0,0,200000,193000,98133,False
2006-05-01,410000,5255100060,Single Family,2006-05-01,400600,0.920496323529412,445412.0,1,9000,1930,680,2.0,3,7,1961,0,0,182000,216000,98011,False
2012-09-19,275000,5255300070,Single Family,2012-09-01,329600,0.757352941176471,363107.0,1,8741,1080,0,1.0,3,7,1961,0,0,182000,106000,98011,False
2007-02-08,399950,5255300150,Single Family,2007-02-01,427800,0.982996323529412,406868.0,1,8325,1950,0,1.75,3,7,1962,0,0,182000,235000,98011,False
2009-05-18,375000,5255400110,Single Family,2009-05-01,360700,0.828814338235294,452454.0,1,7900,1670,0,1.75,3,8,1978,0,0,182000,240000,98011,False
2007-06-01,417200,5255400160,Single Family,2007-06-01,433200,0.995404411764706,419126.0,1,8500,1900,510,2.25,3,7,1978,0,0,182000,239000,98011,False
2007-06-25,415000,5255710110,Single Family,2007-06-01,433200,0.995404411764706,416916.0,1,8940,2120,890,2.25,4,8,1976,0,0,182000,283000,98011,False
2006-01-10,375000,5255710130,Single Family,2006-01-01,383200,0.880514705882353,425887.0,1,8939,2380,900,2.25,3,8,1976,0,0,182000,299000,98011,False
2006-10-30,376000,5256500025,Single Family,2006-10-01,418300,0.961167279411765,391191.0,1,10358,2100,820,1.75,4,8,1959,0,0,200000,252000,98133,False
2006-04-26,295000,5259800090,Single Family,2006-04-01,396500,0.911075367647059,323793.0,1,9150,1430,360,2.25,3,7,1984,0,0,55000,142000,98023,False
2007-09-05,240000,5259800490,Single Family,2007-09-01,433500,0.99609375,240941.0,1,5700,1330,0,2.0,3,7,1983,0,0,55000,182000,98023,False
2006-07-21,374500,5266000130,Single Family,2006-07-01,407700,0.936810661764706,399761.0,1,5910,1920,0,2.5,3,8,1999,0,0,108000,200000,98031,False
2012-07-17,245000,5266000130,Single Family,2012-07-01,325300,0.747472426470588,327771.0,1,5910,1920,0,2.5,3,8,1999,0,0,108000,200000,98031,False
2007-02-02,399000,5269200025,Single Family,2007-02-01,427800,0.982996323529412,405902.0,1,9600,1760,620,1.5,6,7,1954,1989,0,80000,120000,98146,False
2015-02-18,175000,5272200005,Single Family,2015-02-01,417900,0.960248161764706,182245.0,1,6911,1160,0,1.0,2,7,1947,0,1,197000,122000,98125,False
2007-01-02,285000,5272200040,Single Family,2007-01-01,425600,0.977941176470588,291429.0,1,6947,1000,0,1.0,3,7,1947,0,0,220000,117000,98125,False
2008-09-02,330000,5272200040,Single Family,2008-09-01,394900,0.907398897058823,363677.0,1,6947,1000,0,1.0,3,7,1947,0,0,220000,117000,98125,False
2006-06-19,350000,5272200045,Single Family,2006-06-01,404400,0.929227941176471,376657.0,1,6914,1000,0,1.5,3,7,1947,0,0,220000,102000,98125,False
2006-07-17,480000,5273200080,Single Family,2006-07-01,407700,0.936810661764706,512377.0,1,5400,1840,920,1.75,4,7,1951,0,0,359000,190000,98115,False
2007-05-29,525000,5279100630,Multiplex,2007-05-01,432100,0.992876838235294,528766.0,2,8600,1920,0,3.0,4,7,1980,0,2,222000,222000,98027,False
2008-09-08,345000,5285200020,Single Family,2008-09-01,394900,0.907398897058823,380208.0,1,4176,1640,600,1.75,2,7,1948,0,0,77000,217000,98118,False
